sheet,source_log,process_original,process_normalized,run_number_in_same_log,step_number,step_original,step_normalized,step_seconds,total_seconds_at_step,severity,process_run_total_seconds,average_step_seconds_ignoring_dates,average_process_total_seconds_ignoring_dates
Create Monthly Start,v1.8.9.3 - Wave 4.1 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,59,Complete,Complete,0.128,148.866,OK,148.866,0.087,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,1,Start,Start,0.205,0.205,OK,129.205,0.355,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,2,Create Monthly Start - Locate Raw Data for Demo P initialization,Create Monthly Start - Locate Raw Data for Demo P initialization,0.890,1.095,OK,129.205,0.433,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,3,Validated current Raw Data sheet for Demo P build: Raw Data 04.,Validated current Raw Data sheet for Demo P build: Raw Data,3.698,4.793,OK,129.205,2.965,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,4,Raw Data rows prepared for Demo P without disenrollment exclusion,Raw Data rows prepared for Demo P without disenrollment exclusion,3.328,8.121,OK,129.205,2.300,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,5,"Demo P Data processed, metadata mapped, and contacts flattened in memory | Rows retained:","Demo P Data processed, metadata mapped, and contacts flattened in memory | Rows retained",0.876,8.997,OK,129.205,0.835,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,6,Demo P unified values flushed to spreadsheet canvas,Demo P unified values flushed to spreadsheet canvas,35.234,44.231,BOTTLENECK,129.205,25.706,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,7,Create Monthly Start - Build Demo P complete | Rows retained:,Create Monthly Start - Build Demo P complete | Rows retained,12.415,56.646,SLOW,129.205,14.153,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,8,Create Monthly Start - Create/Update Disenrolled - Locate Demo P: Demo P,Create Monthly Start - Create/Update Disenrolled - Locate Demo P: Demo P,0.015,56.661,OK,129.205,0.008,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,9,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,10.726,67.387,SLOW,129.205,10.449,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,10,Disenrolled move - existing exclusion data read | Rows:,Disenrolled move - existing exclusion data read | Rows,0.988,68.375,OK,129.205,1.510,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,11,Disenrolled move - Demo P body bulk read | Rows:,Disenrolled move - Demo P body bulk read | Rows,1.630,70.005,OK,129.205,1.286,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,12,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 719; active re-enrolled PMRs:,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 719; active re-enrolled PMRs,0.012,70.017,OK,129.205,0.006,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,13,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 341; rows selected:,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 341; rows selected,0.007,70.024,OK,129.205,0.005,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,14,Disenrolled move - exclusion append - append payload built | Rows:,Disenrolled move - exclusion append - append payload built | Rows,0.462,70.486,OK,129.205,0.293,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,15,Disenrolled move - exclusion append - append payload sorted newest to oldest,Disenrolled move - exclusion append - append payload sorted newest to oldest,0.009,70.495,OK,129.205,0.009,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,16,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows:,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows,0.214,70.709,OK,129.205,0.187,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,17,Disenrolled move - exclusion append - append payload values written | Rows: 719; Width:,Disenrolled move - exclusion append - append payload values written | Rows: 719; Width,4.810,75.519,OK,129.205,3.554,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,18,Disenrolled move - exclusion append - append payload formatting copied,Disenrolled move - exclusion append - append payload formatting copied,0.016,75.535,OK,129.205,0.012,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,19,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,1.526,77.061,OK,129.205,1.878,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,20,Disenrolled move - Demo P retained rewrite - rows normalized | Rows:,Disenrolled move - Demo P retained rewrite - rows normalized | Rows,0.005,77.066,OK,129.205,0.003,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,21,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,0.288,77.354,OK,129.205,0.374,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,22,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared:,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared,0.008,77.362,OK,129.205,0.005,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,23,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows:,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows,1.546,78.908,OK,129.205,1.377,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,24,Disenrolled move - Demo P row count normalized after retained rewrite,Disenrolled move - Demo P row count normalized after retained rewrite,1.144,80.052,OK,129.205,1.553,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,25,Disenrolled move - runtime caches cleared after disenrollment move,Disenrolled move - runtime caches cleared after disenrollment move,0.010,80.062,OK,129.205,0.006,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,26,"Create Monthly Start - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 719 copied, 719 removed","Create Monthly Start - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 719 copied, 719 removed",0.003,80.065,OK,129.205,0.317,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,27,Create Monthly Start - Create/Update Disenrolled - old rows hidden,Create Monthly Start - Create/Update Disenrolled - old rows hidden,2.382,82.447,OK,129.205,2.131,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,28,Create Monthly Start - Create/Update Disenrolled - Index refresh deferred until final organization,Create Monthly Start - Create/Update Disenrolled - Index refresh deferred until final organization,0.007,82.454,OK,129.205,0.002,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,29,Create Monthly Start - Disenrolled List complete | Rows copied: 719; rows removed:,Create Monthly Start - Disenrolled List complete | Rows copied: 719; rows removed,0.008,82.462,OK,129.205,0.002,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,30,Create Monthly Update - Create Master List - Start,Create Monthly Update - Create Master List - Start,0.008,82.470,OK,129.205,0.004,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,31,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,0.016,82.486,OK,129.205,0.006,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,32,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List,0.013,82.499,OK,129.205,0.008,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,33,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List,0.006,82.505,OK,129.205,0.003,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,34,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List,1.745,84.250,OK,129.205,1.171,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,35,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List,6.668,90.918,OK,129.205,7.286,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,36,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List,4.458,95.376,OK,129.205,3.822,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,37,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List,0.011,95.387,OK,129.205,0.009,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,38,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List,0.014,95.401,OK,129.205,0.009,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,39,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List,0.014,95.415,OK,129.205,0.026,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,40,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List,3.997,99.412,OK,129.205,4.516,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,41,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List,0.008,99.420,OK,129.205,0.005,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,42,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List,0.019,99.439,OK,129.205,0.007,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,43,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List,0.156,99.595,OK,129.205,0.138,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,44,Create Monthly Update - Create Master List - Canvas detail - frozen columns applied: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - frozen columns applied: Master List,0.332,99.927,OK,129.205,0.340,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,45,Create Monthly Update - Create Master List - Canvas detail - tab color applied: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - tab color applied: Master List,0.378,100.305,OK,129.205,0.366,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,46,Create Monthly Update - Create Master List - Canvas detail - runtime caches cleared: Master List 04.,Create Monthly Update - Create Master List - Canvas detail - runtime caches cleared: Master List,0.005,100.310,OK,129.205,0.005,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,47,Create Monthly Update - Create Master List - Create naked canvas - Master List output sheet,Create Monthly Update - Create Master List - Create naked canvas - Master List output sheet,0.002,100.312,OK,129.205,0.001,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,48,Create Monthly Update - Create Master List - Build Master List headers,Create Monthly Update - Create Master List - Build Master List headers,0.220,100.532,OK,129.205,0.228,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,49,Create Monthly Update - Create Master List - Mapped Primary PMR rows in memory | Rows:,Create Monthly Update - Create Master List - Mapped Primary PMR rows in memory | Rows,2.139,102.671,OK,129.205,2.779,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,50,Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),0.812,103.483,OK,129.205,1.311,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,51,Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),0.565,104.048,OK,129.205,1.048,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,52,Create Monthly Update - Create Master List - Single-pass write complete | Primary synced rows flushed:,Create Monthly Update - Create Master List - Single-pass write complete | Primary synced rows flushed,0.479,104.527,OK,129.205,0.354,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,53,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,7.055,111.582,OK,129.205,6.358,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,54,Create Monthly Update - Create Master List - Lock Master List final row heights,Create Monthly Update - Create Master List - Lock Master List final row heights,1.100,112.682,OK,129.205,0.615,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,55,All template sheets successfully hidden,All template sheets successfully hidden,0.634,113.316,OK,129.205,0.641,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,56,Create Monthly Update - Create Master List - Hide report templates before Master List completion,Create Monthly Update - Create Master List - Hide report templates before Master List completion,0.003,113.319,OK,129.205,0.002,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,57,Create Monthly Start - Master List complete: Master List 04.,Create Monthly Start - Master List complete: Master List,0.004,113.323,OK,129.205,0.002,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,58,Create Monthly Start - Index refreshed; full-workbook sheet sorting skipped by design,Create Monthly Start - Index refreshed; full-workbook sheet sorting skipped by design,15.811,129.134,SLOW,129.205,13.968,123.196
Create Monthly Start,v1.8.9.4.2 - Framework Timing Report.pdf,Create Monthly Start 04.01.26,Create Monthly Start,1,59,Complete,Complete,0.071,129.205,OK,129.205,0.087,123.196
