sheet,source_log,process_original,process_normalized,run_number_in_same_log,step_number,step_original,step_normalized,step_seconds,total_seconds_at_step,severity,process_run_total_seconds,average_step_seconds_ignoring_dates,average_process_total_seconds_ignoring_dates
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,1,Start,Start,0.326,0.326,OK,55.243,0.331,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,2,Banner output sheet shown: Banners 05.,Banner output sheet shown: Banners,4.836,5.162,OK,55.243,12.426,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,3,Raw archive detail - archive workbook opened: Raw Data - Banners 05.,Raw archive detail - archive workbook opened: Raw Data - Banners,1.568,6.730,OK,55.243,2.180,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,4,Raw archive detail - existing archive sheet deleted if present: Raw Data - Banners 05.,Raw archive detail - existing archive sheet deleted if present: Raw Data - Banners,0.002,6.732,OK,55.243,0.007,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,5,Raw archive detail - source sheet copied to archive workbook: Raw Data - Banners 05.,Raw archive detail - source sheet copied to archive workbook: Raw Data - Banners,1.255,7.987,OK,55.243,1.343,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,6,Raw archive detail - archive sheet renamed: Raw Data - Banners 05.,Raw archive detail - archive sheet renamed: Raw Data - Banners,0.825,8.812,OK,55.243,0.732,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,7,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Banners 05.,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Banners,0.088,8.900,OK,55.243,0.111,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,8,Raw data copied to archive: Raw Data - Banners,Raw data copied to archive: Raw Data - Banners,0.000,8.900,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,9,Local raw sheet deleted to preserve workbook speed,Local raw sheet deleted to preserve workbook speed,1.952,10.852,OK,55.243,0.752,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,10,Hide governed output sheet: Banners 05.,Hide governed output sheet: Banners,0.617,11.469,OK,55.243,0.758,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,11,Formatted monthly import tab: B from B May,Formatted monthly import tab: B from B,0.135,11.604,OK,55.243,0.168,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,12,Prepared monthly dashboard source: CD May,Prepared monthly dashboard source: CD,0.546,12.150,OK,55.243,1.110,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,13,Mapped monthly dashboard rows in memory:,Mapped monthly dashboard rows in memory,0.862,13.012,OK,55.243,0.762,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,14,Monthly dashboard fast canvas - blank sheet inserted in configured creation order: CP Due 05.,Monthly dashboard fast canvas - blank sheet inserted in configured creation order: CP Due,4.927,17.939,OK,55.243,12.014,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,15,Monthly dashboard fast canvas - grid resized to 339 rows x 5 cols: CP Due 05.,Monthly dashboard fast canvas - grid resized to 339 rows x 5 cols: CP Due,0.485,18.424,OK,55.243,1.136,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,16,Monthly dashboard fast canvas - template column widths applied: CP Due 05.,Monthly dashboard fast canvas - template column widths applied: CP Due,0.415,18.839,OK,55.243,0.860,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,17,Monthly dashboard fast canvas - raw values written | Rows: 335: CP Due 05.,Monthly dashboard fast canvas - raw values written | Rows: 335: CP Due,0.035,18.874,OK,55.243,0.018,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,18,Monthly dashboard fast canvas - title rows copied from template: CP Due 05.,Monthly dashboard fast canvas - title rows copied from template: CP Due,0.011,18.885,OK,55.243,0.008,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,19,Monthly dashboard fast canvas - header row copied from template: CP Due 05.,Monthly dashboard fast canvas - header row copied from template: CP Due,0.014,18.899,OK,55.243,0.006,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,20,Monthly dashboard fast canvas - data-row format copied from template | Rows: 335: CP Due 05.,Monthly dashboard fast canvas - data-row format copied from template | Rows: 335: CP Due,0.023,18.922,OK,55.243,0.010,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,21,Monthly dashboard fast canvas - title/date/header values stamped: CP Due 05.,Monthly dashboard fast canvas - title/date/header values stamped: CP Due,0.038,18.960,OK,55.243,0.018,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,22,Monthly dashboard fast canvas - frozen rows/columns and tab color applied: CP Due 05.,Monthly dashboard fast canvas - frozen rows/columns and tab color applied: CP Due,1.024,19.984,OK,55.243,2.161,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,23,Monthly dashboard fast canvas - filter created: CP Due 05.,Monthly dashboard fast canvas - filter created: CP Due,0.654,20.638,OK,55.243,0.915,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,24,Monthly dashboard fast canvas - template-driven canvas wrap applied: CP Due 05.,Monthly dashboard fast canvas - template-driven canvas wrap applied: CP Due,0.376,21.014,OK,55.243,0.481,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,25,Monthly dashboard fast canvas - runtime caches cleared: CP Due 05.,Monthly dashboard fast canvas - runtime caches cleared: CP Due,0.004,21.018,OK,55.243,0.004,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,26,Created monthly dashboard fast canvas: CP Due,Created monthly dashboard fast canvas: CP Due,0.000,21.018,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,27,Locked monthly dashboard row heights: CP Due 05.,Locked monthly dashboard row heights: CP Due,0.503,21.521,OK,55.243,0.696,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,28,Raw archive detail - archive workbook opened: Raw Data - CP Due 05.,Raw archive detail - archive workbook opened: Raw Data - CP Due,0.104,21.625,OK,55.243,0.167,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,29,Raw archive detail - existing archive sheet deleted if present: Raw Data - CP Due 05.,Raw archive detail - existing archive sheet deleted if present: Raw Data - CP Due,0.001,21.626,OK,55.243,0.001,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,30,Raw archive detail - source sheet copied to archive workbook: Raw Data - CP Due 05.,Raw archive detail - source sheet copied to archive workbook: Raw Data - CP Due,0.927,22.553,OK,55.243,1.065,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,31,Raw archive detail - archive sheet renamed: Raw Data - CP Due 05.,Raw archive detail - archive sheet renamed: Raw Data - CP Due,0.146,22.699,OK,55.243,0.173,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,32,Raw archive detail - archive sheet visibility enforced visible: Raw Data - CP Due 05.,Raw archive detail - archive sheet visibility enforced visible: Raw Data - CP Due,0.110,22.809,OK,55.243,0.112,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,33,Raw data copied to archive: Raw Data - CP Due,Raw data copied to archive: Raw Data - CP Due,0.000,22.809,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,34,Local raw sheet deleted to preserve workbook speed,Local raw sheet deleted to preserve workbook speed,0.531,23.340,OK,55.243,0.752,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,35,Hide governed output sheet: CP Due 05.,Hide governed output sheet: CP Due,0.442,23.782,OK,55.243,0.703,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,36,Formatted monthly import tab: CD from CD May,Formatted monthly import tab: CD from CD,0.150,23.932,OK,55.243,0.162,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,37,Prepared monthly dashboard source: UC May,Prepared monthly dashboard source: UC,0.582,24.514,OK,55.243,0.774,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,38,Mapped monthly dashboard rows in memory:,Mapped monthly dashboard rows in memory,0.435,24.949,OK,55.243,0.762,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,39,Monthly dashboard fast canvas - blank sheet inserted in configured creation order: Unlock CP 05.,Monthly dashboard fast canvas - blank sheet inserted in configured creation order: Unlock CP,4.465,29.414,OK,55.243,11.441,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,40,Monthly dashboard fast canvas - grid resized to 351 rows x 4 cols: Unlock CP 05.,Monthly dashboard fast canvas - grid resized to 351 rows x 4 cols: Unlock CP,0.828,30.242,OK,55.243,0.885,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,41,Monthly dashboard fast canvas - template column widths applied: Unlock CP 05.,Monthly dashboard fast canvas - template column widths applied: Unlock CP,0.393,30.635,OK,55.243,0.559,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,42,Monthly dashboard fast canvas - raw values written | Rows: 347: Unlock CP 05.,Monthly dashboard fast canvas - raw values written | Rows: 347: Unlock CP,0.013,30.648,OK,55.243,0.015,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,43,Monthly dashboard fast canvas - title rows copied from template: Unlock CP 05.,Monthly dashboard fast canvas - title rows copied from template: Unlock CP,0.006,30.654,OK,55.243,0.015,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,44,Monthly dashboard fast canvas - header row copied from template: Unlock CP 05.,Monthly dashboard fast canvas - header row copied from template: Unlock CP,0.005,30.659,OK,55.243,0.014,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,45,Monthly dashboard fast canvas - data-row format copied from template | Rows: 347: Unlock CP 05.,Monthly dashboard fast canvas - data-row format copied from template | Rows: 347: Unlock CP,0.005,30.664,OK,55.243,0.007,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,46,Monthly dashboard fast canvas - title/date/header values stamped: Unlock CP 05.,Monthly dashboard fast canvas - title/date/header values stamped: Unlock CP,0.017,30.681,OK,55.243,0.039,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,47,Monthly dashboard fast canvas - frozen rows/columns and tab color applied: Unlock CP 05.,Monthly dashboard fast canvas - frozen rows/columns and tab color applied: Unlock CP,0.601,31.282,OK,55.243,1.001,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,48,Monthly dashboard fast canvas - filter created: Unlock CP 05.,Monthly dashboard fast canvas - filter created: Unlock CP,0.606,31.888,OK,55.243,0.845,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,49,Monthly dashboard fast canvas - template-driven canvas wrap applied: Unlock CP 05.,Monthly dashboard fast canvas - template-driven canvas wrap applied: Unlock CP,0.328,32.216,OK,55.243,0.465,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,50,Monthly dashboard fast canvas - runtime caches cleared: Unlock CP 05.,Monthly dashboard fast canvas - runtime caches cleared: Unlock CP,0.002,32.218,OK,55.243,0.010,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,51,Created monthly dashboard fast canvas: Unlock CP,Created monthly dashboard fast canvas: Unlock CP,0.000,32.218,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,52,Locked monthly dashboard row heights: Unlock CP 05.,Locked monthly dashboard row heights: Unlock CP,0.760,32.978,OK,55.243,0.941,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,53,Raw archive detail - archive workbook opened: Raw Data - Unlocked CP 05.,Raw archive detail - archive workbook opened: Raw Data - Unlocked CP,0.139,33.117,OK,55.243,0.166,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,54,Raw archive detail - existing archive sheet deleted if present: Raw Data - Unlocked CP 05.,Raw archive detail - existing archive sheet deleted if present: Raw Data - Unlocked CP,0.002,33.119,OK,55.243,0.002,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,55,Raw archive detail - source sheet copied to archive workbook: Raw Data - Unlocked CP 05.,Raw archive detail - source sheet copied to archive workbook: Raw Data - Unlocked CP,0.859,33.978,OK,55.243,0.998,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,56,Raw archive detail - archive sheet renamed: Raw Data - Unlocked CP 05.,Raw archive detail - archive sheet renamed: Raw Data - Unlocked CP,0.157,34.135,OK,55.243,0.178,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,57,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Unlocked CP 05.,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Unlocked CP,0.072,34.207,OK,55.243,0.096,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,58,Raw data copied to archive: Raw Data - Unlocked CP,Raw data copied to archive: Raw Data - Unlocked CP,0.000,34.207,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,59,Local raw sheet deleted to preserve workbook speed,Local raw sheet deleted to preserve workbook speed,0.456,34.663,OK,55.243,0.752,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,60,Hide governed output sheet: Unlock CP 05.,Hide governed output sheet: Unlock CP,0.380,35.043,OK,55.243,1.091,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,61,Formatted monthly import tab: UC from UC May,Formatted monthly import tab: UC from UC,0.107,35.150,OK,55.243,0.145,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,62,Read Raw Data source in place without editing imported values | Rows:,Read Raw Data source in place without editing imported values | Rows,4.003,39.153,OK,55.243,5.920,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,63,Rename Raw Data import sheet in place and place in configured creation order: RD May -> Raw Data 05.,Rename Raw Data import sheet in place and place in configured creation order: RD -> Raw Data,0.451,39.604,OK,55.243,7.021,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,64,Wave 4 Raw Data header row detection complete | Header row:,Wave 4 Raw Data header row detection complete | Header row,0.601,40.205,OK,55.243,0.730,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,65,Wave 4 Raw Data title-row insert complete | Rows inserted:,Wave 4 Raw Data title-row insert complete | Rows inserted,0.105,40.310,OK,55.243,0.998,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,66,Wave 4 Raw Data approved-column append complete | Columns added:,Wave 4 Raw Data approved-column append complete | Columns added,0.759,41.069,OK,55.243,1.084,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,67,Wave 4 Raw Data title/header formatting start | Width:,Wave 4 Raw Data title/header formatting start | Width,0.304,41.373,OK,55.243,0.545,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,68,Wave 4 Raw Data title/header formatting complete,Wave 4 Raw Data title/header formatting complete,0.313,41.686,OK,55.243,0.271,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,69,Wave 4 Raw Data frozen rows set,Wave 4 Raw Data frozen rows set,0.478,42.164,OK,55.243,0.635,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,70,Wave 4 Raw Data filter removal skipped - no existing filter,Wave 4 Raw Data filter removal skipped - no existing filter,0.211,42.375,OK,55.243,0.292,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,71,Wave 4 Raw Data filter creation complete | Rows: 5978; Columns:,Wave 4 Raw Data filter creation complete | Rows: 5978; Columns,0.464,42.839,OK,55.243,0.609,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,72,"Wave 4 Raw Data in-place title/header/column work complete | Added columns: Notes, Safety - 2 Person, Wanderer, Interpreter Needed, Fall Risk, DPOA or Guardian Active, Palliative Care, Primary PMR Row","Wave 4 Raw Data in-place title/header/column work complete | Added columns: Notes, Safety - 2 Person, Wanderer, Interpreter Needed, Fall Risk, DPOA or Guardian Active, Palliative Care, Primary PMR Row",0.002,42.841,OK,55.243,0.004,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,73,Wave 4 Raw Data approved-sync columns start,Wave 4 Raw Data approved-sync columns start,0.000,42.841,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,74,Wave 4 Raw Data approved-sync bulk read complete | Rows:,Wave 4 Raw Data approved-sync bulk read complete | Rows,3.792,46.633,OK,55.243,4.008,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,75,Wave 4 Raw Data approved-sync guarded write complete | Changed column groups:,Wave 4 Raw Data approved-sync guarded write complete | Changed column groups,0.095,46.728,OK,55.243,0.077,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,76,Wave 4 Raw Data approved-sync columns complete | Changed column groups:,Wave 4 Raw Data approved-sync columns complete | Changed column groups,0.005,46.733,OK,55.243,0.006,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,77,Wave 4 Raw Data banner-column sync start,Wave 4 Raw Data banner-column sync start,0.000,46.733,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,78,Wave 4 Raw Data banner-sync bulk read complete | Rows:,Wave 4 Raw Data banner-sync bulk read complete | Rows,2.685,49.418,OK,55.243,4.399,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,79,Wave 4 Raw Data banner-sync source map built | Keys:,Wave 4 Raw Data banner-sync source map built | Keys,1.494,50.912,OK,55.243,0.740,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,80,Wave 4 Raw Data banner-sync guarded write complete | Changed column groups:,Wave 4 Raw Data banner-sync guarded write complete | Changed column groups,0.986,51.898,OK,55.243,1.222,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,81,Wave 4 Raw Data banner-column sync complete | Rows updated:,Wave 4 Raw Data banner-column sync complete | Rows updated,0.011,51.909,OK,55.243,0.010,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,82,Wave 4 Raw Data row-height lock start,Wave 4 Raw Data row-height lock start,0.000,51.909,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,83,Wave 4 Raw Data row-height lock complete,Wave 4 Raw Data row-height lock complete,0.599,52.508,OK,55.243,0.992,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,84,Wave 4 Raw Data visibility policy start,Wave 4 Raw Data visibility policy start,0.000,52.508,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,85,Hide governed output sheet: Raw Data 05.,Hide governed output sheet: Raw Data,0.237,52.745,OK,55.243,0.288,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,86,Wave 4 Raw Data visibility policy complete,Wave 4 Raw Data visibility policy complete,0.000,52.745,OK,55.243,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,87,Formatted monthly Raw Data in place without deleting imported columns: Raw Data 05.,Formatted monthly Raw Data in place without deleting imported columns: Raw Data,2.409,55.154,OK,55.243,1.100,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,88,Formatted monthly import tab: RD from RD May,Formatted monthly import tab: RD from RD,0.002,55.156,OK,55.243,0.002,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 05.26,Format Monthly Sheets,1,89,Complete,Complete,0.087,55.243,OK,55.243,0.105,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,1,Start,Start,0.986,0.986,OK,70.332,0.331,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,2,Banner output sheet shown: Banners 06.,Banner output sheet shown: Banners,4.931,5.917,OK,70.332,12.426,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,3,Raw archive detail - archive workbook opened: Raw Data - Banners 06.,Raw archive detail - archive workbook opened: Raw Data - Banners,2.791,8.708,OK,70.332,2.180,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,4,Raw archive detail - existing archive sheet deleted if present: Raw Data - Banners 06.,Raw archive detail - existing archive sheet deleted if present: Raw Data - Banners,0.013,8.721,OK,70.332,0.007,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,5,Raw archive detail - source sheet copied to archive workbook: Raw Data - Banners 06.,Raw archive detail - source sheet copied to archive workbook: Raw Data - Banners,1.431,10.152,OK,70.332,1.343,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,6,Raw archive detail - archive sheet renamed: Raw Data - Banners 06.,Raw archive detail - archive sheet renamed: Raw Data - Banners,0.639,10.791,OK,70.332,0.732,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,7,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Banners 06.,Raw archive detail - archive sheet visibility enforced visible: Raw Data - Banners,0.134,10.925,OK,70.332,0.111,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,8,Raw data copied to archive: Raw Data - Banners,Raw data copied to archive: Raw Data - Banners,0.000,10.925,OK,70.332,0.000,106.731
Format Monthly Sheets,TEST v1.7.7 - Framework Timing Report.pdf,Format Monthly Sheets 06.26,Format Monthly Sheets,1,9,Local raw sheet deleted to preserve workbook speed,Local raw sheet deleted to preserve workbook speed,0.547,11.472,OK,70.332,0.752,106.731
