sheet,source_log,process_original,process_normalized,run_number_in_same_log,step_number,step_original,step_normalized,step_seconds,total_seconds_at_step,severity,process_run_total_seconds,average_step_seconds_ignoring_dates,average_process_total_seconds_ignoring_dates
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,93,Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),0.506,92.641,OK,99.611,1.289,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,94,Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),0.369,93.010,OK,99.611,0.693,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,95,Create Monthly Update - Create Master List - Master List alternating colors reapplied through data row,Create Monthly Update - Create Master List - Master List alternating colors reapplied through data row,2.490,95.500,OK,99.611,2.486,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,96,Create Monthly Update - Create Master List - Single-pass write complete | Primary synced rows flushed:,Create Monthly Update - Create Master List - Single-pass write complete | Primary synced rows flushed,0.037,95.537,OK,99.611,0.317,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,97,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,0.152,95.689,OK,99.611,5.471,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,98,Create Monthly Update - Create Master List - Lock Master List final row heights,Create Monthly Update - Create Master List - Lock Master List final row heights,1.417,97.106,OK,99.611,0.547,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,99,All template sheets successfully hidden,All template sheets successfully hidden,0.079,97.185,OK,99.611,4.707,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,100,Create Monthly Update - Create Master List - Hide report templates before Master List completion,Create Monthly Update - Create Master List - Hide report templates before Master List completion,0.002,97.187,OK,99.611,0.002,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,101,Create Monthly Update - Master List complete: Master List 05.,Create Monthly Update - Master List complete: Master List,0.005,97.192,OK,99.611,0.005,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,102,Create Monthly Update - Index refreshed; full-workbook sheet sorting skipped by design,Create Monthly Update - Index refreshed; full-workbook sheet sorting skipped by design,2.327,99.519,OK,99.611,12.206,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,103,Complete,Complete,0.092,99.611,OK,99.611,0.104,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,1,Start,Start,0.195,0.195,OK,87.237,0.462,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,2,Create Monthly Update preflight passed,Create Monthly Update preflight passed,0.597,0.792,OK,87.237,0.613,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,3,Monthly Change detail - source sheets located | Current: Raw Data 06.26; Previous: Raw Data 05.,Monthly Change detail - source sheets located | Current: Raw Data; Previous: Raw Data,0.014,0.806,OK,87.237,0.022,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,4,Monthly Change datasets compiled in-memory,Monthly Change datasets compiled in-memory,14.561,15.367,SLOW,87.237,16.675,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,5,Monthly Change detail - template copied: Template - Monthly Change,Monthly Change detail - template copied: Template - Monthly Change,2.117,17.484,OK,87.237,3.976,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,6,Monthly Change detail - report sheet shown,Monthly Change detail - report sheet shown,1.122,18.606,OK,87.237,6.476,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,7,Monthly Change report sheet created from template; full-workbook sheet sorting skipped by design,Monthly Change report sheet created from template; full-workbook sheet sorting skipped by design,0.002,18.608,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,8,Monthly Change section layout prepared,Monthly Change section layout prepared,0.856,19.464,OK,87.237,1.627,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,9,Monthly Change section rows populated,Monthly Change section rows populated,2.185,21.649,OK,87.237,4.314,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,10,Monthly Change report drawn and subheaders formatted,Monthly Change report drawn and subheaders formatted,0.839,22.488,OK,87.237,1.801,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,11,Monthly Change index refresh deferred until final organization,Monthly Change index refresh deferred until final organization,0.085,22.573,OK,87.237,0.165,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,12,Create Monthly Update - Monthly Change Report complete: Monthly Change 06.,Create Monthly Update - Monthly Change Report complete: Monthly Change,0.003,22.576,OK,87.237,0.044,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,13,Create Monthly Update - Update Demo P - Locate ongoing Demo P sheet: Demo P,Create Monthly Update - Update Demo P - Locate ongoing Demo P sheet: Demo P,0.029,22.605,OK,87.237,0.021,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,14,Skipped Monthly Change header rows while loading Demo P sync PMRs | Rows:,Skipped Monthly Change header rows while loading Demo P sync PMRs | Rows,0.507,23.112,OK,87.237,1.085,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,15,Create Monthly Update - Update Demo P - Monthly Change PMRs loaded | PMRs:,Create Monthly Update - Update Demo P - Monthly Change PMRs loaded | PMRs,0.001,23.113,OK,87.237,0.004,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,16,Create Monthly Update - Update Demo P - Locate protected Raw Data source before changing Demo P: Raw Data 06.,Create Monthly Update - Update Demo P - Locate protected Raw Data source before changing Demo P: Raw Data,0.076,23.189,OK,87.237,0.035,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,17,Changed Demo P rows processed and flattened from Raw Data in memory | Rows retained:,Changed Demo P rows processed and flattened from Raw Data in memory | Rows retained,2.392,25.581,OK,87.237,3.871,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,18,Create Monthly Update - Update Demo P - Fresh Raw Data rows processed and flattened | Rows:,Create Monthly Update - Update Demo P - Fresh Raw Data rows processed and flattened | Rows,0.002,25.583,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,19,Create Monthly Update - Update Demo P - Replacement PMR coverage validated,Create Monthly Update - Update Demo P - Replacement PMR coverage validated,0.005,25.588,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,20,Create Monthly Update - Update Demo P - Demo P replacement body built | Retained rows: 264; removed rows: 86; fresh rows:,Create Monthly Update - Update Demo P - Demo P replacement body built | Retained rows: 264; removed rows: 86; fresh rows,0.002,25.590,OK,87.237,0.004,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,21,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - lookup complete,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - lookup complete,0.048,25.638,OK,87.237,0.011,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,22,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive columns already sufficient | Columns:,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive columns already sufficient | Columns,0.005,25.643,OK,87.237,0.004,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,23,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - standard title rows ensured,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - standard title rows ensured,0.334,25.977,OK,87.237,0.533,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,24,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive title/header rows written,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive title/header rows written,0.010,25.987,OK,87.237,0.011,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,25,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive frozen rows ensured,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive frozen rows ensured,0.118,26.105,OK,87.237,0.144,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,26,Create Monthly Update - Update Demo P - Archive detail - archive sheet ready: Archive - Demo P,Create Monthly Update - Update Demo P - Archive detail - archive sheet ready: Archive - Demo P,0.070,26.175,OK,87.237,0.216,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,27,Create Monthly Update - Update Demo P - Archive detail - archive headers read | Columns:,Create Monthly Update - Update Demo P - Archive detail - archive headers read | Columns,0.237,26.412,OK,87.237,0.483,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,28,Create Monthly Update - Update Demo P - Archive detail - archive header maps built | Source columns: 80; Archive columns:,Create Monthly Update - Update Demo P - Archive detail - archive header maps built | Source columns: 80; Archive columns,0.002,26.414,OK,87.237,0.002,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,29,Create Monthly Update - Update Demo P - Archive detail - archive payload built | Rows: 86; Columns:,Create Monthly Update - Update Demo P - Archive detail - archive payload built | Rows: 86; Columns,0.002,26.416,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,30,Create Monthly Update - Update Demo P - Archive detail - archive row capacity expanded | Insert start row: 79; Rows:,Create Monthly Update - Update Demo P - Archive detail - archive row capacity expanded | Insert start row: 79; Rows,0.213,26.629,OK,87.237,0.274,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,31,Create Monthly Update - Update Demo P - Archive detail - archive column capacity already sufficient | Columns:,Create Monthly Update - Update Demo P - Archive detail - archive column capacity already sufficient | Columns,0.086,26.715,OK,87.237,0.071,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,32,Create Monthly Update - Update Demo P - Archive detail - archive values written | Rows: 86; Columns:,Create Monthly Update - Update Demo P - Archive detail - archive values written | Rows: 86; Columns,0.026,26.741,OK,87.237,0.055,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,33,Create Monthly Update - Update Demo P - Archive detail - archive runtime caches cleared,Create Monthly Update - Update Demo P - Archive detail - archive runtime caches cleared,0.007,26.748,OK,87.237,0.010,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,34,Create Monthly Update - Update Demo P - Archive - Demo P primary rows saved before monthly replacement | Rows:,Create Monthly Update - Update Demo P - Archive - Demo P primary rows saved before monthly replacement | Rows,0.002,26.750,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,35,Create Monthly Update - Update Demo P - formatted row capacity ensured,Create Monthly Update - Update Demo P - formatted row capacity ensured,0.936,27.686,OK,87.237,0.861,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,36,Create Monthly Update - Update Demo P - old Demo P body content cleared | Rows cleared:,Create Monthly Update - Update Demo P - old Demo P body content cleared | Rows cleared,0.006,27.692,OK,87.237,0.007,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,37,Create Monthly Update - Update Demo P - retained Demo P body written | Rows:,Create Monthly Update - Update Demo P - retained Demo P body written | Rows,1.173,28.865,OK,87.237,1.520,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,38,Create Monthly Update - Update Demo P - Demo P monthly replacement body written | Output rows:,Create Monthly Update - Update Demo P - Demo P monthly replacement body written | Output rows,0.006,28.871,OK,87.237,0.010,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,39,Create Monthly Update - Update Demo P - Disenrolled Exclusion reactivation sweep complete | Rows removed:,Create Monthly Update - Update Demo P - Disenrolled Exclusion reactivation sweep complete | Rows removed,3.524,32.395,OK,87.237,3.632,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,40,Create Monthly Update - Update Demo P - Demo P report date range refreshed | Start: 00/01/2026; End: 00/30/,Create Monthly Update - Update Demo P - Demo P report date range refreshed | Start:; End: /,0.071,32.466,OK,87.237,0.070,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,41,Create Monthly Update - Update Demo P - Index refresh deferred until Create Monthly Update final organization,Create Monthly Update - Update Demo P - Index refresh deferred until Create Monthly Update final organization,7.269,39.735,OK,87.237,12.085,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,42,Create Monthly Update - Update Demo P - Demo P monthly PMR replacement complete | PMRs reviewed:,Create Monthly Update - Update Demo P - Demo P monthly PMR replacement complete | PMRs reviewed,0.001,39.736,OK,87.237,0.002,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,43,Create Monthly Update - Demo P update complete: Demo P,Create Monthly Update - Demo P update complete: Demo P,0.003,39.739,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,44,Create Monthly Update - Create/Update Disenrolled - Locate Demo P: Demo P,Create Monthly Update - Create/Update Disenrolled - Locate Demo P: Demo P,0.007,39.746,OK,87.237,0.009,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,45,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,0.043,39.789,OK,87.237,0.050,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,46,Disenrolled move - existing exclusion data read | Rows:,Disenrolled move - existing exclusion data read | Rows,0.788,40.577,OK,87.237,1.615,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,47,Disenrolled move - Demo P body bulk read | Rows:,Disenrolled move - Demo P body bulk read | Rows,0.348,40.925,OK,87.237,0.503,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,48,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 3; active re-enrolled PMRs:,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 3; active re-enrolled PMRs,0.003,40.928,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,49,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 357; rows selected:,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 357; rows selected,0.003,40.931,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,50,Disenrolled move - exclusion append - append payload built | Rows:,Disenrolled move - exclusion append - append payload built | Rows,0.518,41.449,OK,87.237,0.721,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,51,Disenrolled move - exclusion append - append payload sorted newest to oldest,Disenrolled move - exclusion append - append payload sorted newest to oldest,0.006,41.455,OK,87.237,0.003,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,52,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows:,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows,0.127,41.582,OK,87.237,0.312,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,53,Disenrolled move - exclusion append - append payload values written | Rows: 3; Width:,Disenrolled move - exclusion append - append payload values written | Rows: 3; Width,0.074,41.656,OK,87.237,13.516,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,54,Disenrolled move - exclusion append - Disenrolled Exclusion alternating colors reapplied,Disenrolled move - exclusion append - Disenrolled Exclusion alternating colors reapplied,8.955,50.611,OK,87.237,9.613,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,55,Disenrolled move - exclusion append - append payload formatting copied,Disenrolled move - exclusion append - append payload formatting copied,0.005,50.616,OK,87.237,0.007,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,56,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,2.065,52.681,OK,87.237,0.980,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,57,Disenrolled move - Demo P retained rewrite - rows normalized | Rows:,Disenrolled move - Demo P retained rewrite - rows normalized | Rows,0.010,52.691,OK,87.237,0.006,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,58,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,0.274,52.965,OK,87.237,2.181,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,59,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared:,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared,0.006,52.971,OK,87.237,0.007,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,60,Disenrolled move - Demo P retained rewrite - retained Demo P alternating colors reapplied,Disenrolled move - Demo P retained rewrite - retained Demo P alternating colors reapplied,4.792,57.763,OK,87.237,4.852,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,61,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows:,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows,0.006,57.769,OK,87.237,1.346,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,62,Disenrolled move - Demo P row count normalized after retained rewrite,Disenrolled move - Demo P row count normalized after retained rewrite,0.002,57.771,OK,87.237,0.009,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,63,Disenrolled move - Demo P alternating colors reapplied after retained rewrite,Disenrolled move - Demo P alternating colors reapplied after retained rewrite,8.529,66.300,OK,87.237,8.283,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,64,Disenrolled move - runtime caches cleared after disenrollment move,Disenrolled move - runtime caches cleared after disenrollment move,0.010,66.310,OK,87.237,0.008,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,65,"Create Monthly Update - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 3 copied, 3 removed","Create Monthly Update - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 3 copied, 3 removed",1.935,68.245,OK,87.237,0.485,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,66,Create Monthly Update - Create/Update Disenrolled - old rows hidden,Create Monthly Update - Create/Update Disenrolled - old rows hidden,1.353,69.598,OK,87.237,2.268,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,67,Create Monthly Update - Create/Update Disenrolled - Index refresh deferred until final organization,Create Monthly Update - Create/Update Disenrolled - Index refresh deferred until final organization,0.002,69.600,OK,87.237,0.002,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,68,Create Monthly Update - Disenrolled List complete | Rows copied: 3; rows removed:,Create Monthly Update - Disenrolled List complete | Rows copied: 3; rows removed,0.001,69.601,OK,87.237,0.002,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,69,Create Monthly Update - Create Master List - Start,Create Monthly Update - Create Master List - Start,0.005,69.606,OK,87.237,0.006,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,70,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,0.008,69.614,OK,87.237,0.006,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,71,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List,0.009,69.623,OK,87.237,0.006,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,72,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List,0.006,69.629,OK,87.237,0.005,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,73,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List,0.282,69.911,OK,87.237,7.498,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,74,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List,1.336,71.247,OK,87.237,8.867,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,75,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List,2.186,73.433,OK,87.237,5.425,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,76,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List,0.012,73.445,OK,87.237,0.012,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,77,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List,0.007,73.452,OK,87.237,0.010,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,78,Create Monthly Update - Create Master List - Canvas detail - Master List alternating colors applied: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - Master List alternating colors applied: Master List,0.100,73.552,OK,87.237,0.110,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,79,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List,0.002,73.554,OK,87.237,0.007,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,80,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List,3.848,77.402,OK,87.237,4.489,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,81,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List,0.006,77.408,OK,87.237,0.008,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,82,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List,0.005,77.413,OK,87.237,0.008,144.679
Create Monthly Update,testv1.8.9.8 - Framework Timing Report.pdf,Create Monthly Update 06.01.26,Create Monthly Update,1,83,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List 06.,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List,0.097,77.510,OK,87.237,0.150,144.679
