sheet,source_log,process_original,process_normalized,run_number_in_same_log,step_number,step_original,step_normalized,step_seconds,total_seconds_at_step,severity,process_run_total_seconds,average_step_seconds_ignoring_dates,average_process_total_seconds_ignoring_dates
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,33,Create Monthly Update - Update Demo P - Archive detail - archive row capacity already sufficient | Insert start row: 5; Rows:,Create Monthly Update - Update Demo P - Archive detail - archive row capacity already sufficient | Insert start row: 5; Rows,0.226,66.944,OK,148.971,0.097,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,34,Create Monthly Update - Update Demo P - Archive detail - archive column capacity already sufficient | Columns:,Create Monthly Update - Update Demo P - Archive detail - archive column capacity already sufficient | Columns,0.002,66.946,OK,148.971,0.071,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,35,Create Monthly Update - Update Demo P - Archive detail - archive values written | Rows: 74; Columns:,Create Monthly Update - Update Demo P - Archive detail - archive values written | Rows: 74; Columns,0.049,66.995,OK,148.971,0.043,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,36,Create Monthly Update - Update Demo P - Archive detail - archive runtime caches cleared,Create Monthly Update - Update Demo P - Archive detail - archive runtime caches cleared,0.008,67.003,OK,148.971,0.010,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,37,Create Monthly Update - Update Demo P - Archive - Demo P primary rows saved before monthly replacement | Rows:,Create Monthly Update - Update Demo P - Archive - Demo P primary rows saved before monthly replacement | Rows,0.003,67.006,OK,148.971,0.003,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,38,Create Monthly Update - Update Demo P - formatted row capacity ensured,Create Monthly Update - Update Demo P - formatted row capacity ensured,1.016,68.022,OK,148.971,0.861,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,39,Create Monthly Update - Update Demo P - old Demo P body content cleared | Rows cleared:,Create Monthly Update - Update Demo P - old Demo P body content cleared | Rows cleared,0.006,68.028,OK,148.971,0.007,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,40,Create Monthly Update - Update Demo P - retained Demo P body written | Rows:,Create Monthly Update - Update Demo P - retained Demo P body written | Rows,1.420,69.448,OK,148.971,1.520,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,41,Create Monthly Update - Update Demo P - Demo P monthly replacement body written | Output rows:,Create Monthly Update - Update Demo P - Demo P monthly replacement body written | Output rows,0.013,69.461,OK,148.971,0.010,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,42,Create Monthly Update - Update Demo P - Disenrolled Exclusion reactivation sweep complete | Rows removed:,Create Monthly Update - Update Demo P - Disenrolled Exclusion reactivation sweep complete | Rows removed,3.755,73.216,OK,148.971,3.632,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,43,Create Monthly Update - Update Demo P - Demo P report date range refreshed | Start: 00/01/2026; End: 00/31/,Create Monthly Update - Update Demo P - Demo P report date range refreshed | Start:; End: /,0.037,73.253,OK,148.971,0.070,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,44,Create Monthly Update - Update Demo P - Index refresh deferred until Create Monthly Update final organization,Create Monthly Update - Update Demo P - Index refresh deferred until Create Monthly Update final organization,10.008,83.261,SLOW,148.971,12.085,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,45,Create Monthly Update - Update Demo P - Demo P monthly PMR replacement complete | PMRs reviewed:,Create Monthly Update - Update Demo P - Demo P monthly PMR replacement complete | PMRs reviewed,0.002,83.263,OK,148.971,0.002,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,46,Create Monthly Update - Demo P update complete: Demo P,Create Monthly Update - Demo P update complete: Demo P,0.003,83.266,OK,148.971,0.003,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,47,Create Monthly Update - Create/Update Disenrolled - Locate Demo P: Demo P,Create Monthly Update - Create/Update Disenrolled - Locate Demo P: Demo P,0.007,83.273,OK,148.971,0.009,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,48,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,Disenrolled move - exclusion sheet ready: Disenrolled Exclusion,0.053,83.326,OK,148.971,0.050,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,49,Disenrolled move - existing exclusion data read | Rows:,Disenrolled move - existing exclusion data read | Rows,2.251,85.577,OK,148.971,1.615,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,50,Disenrolled move - Demo P body bulk read | Rows:,Disenrolled move - Demo P body bulk read | Rows,0.578,86.155,OK,148.971,0.503,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,51,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 8; active re-enrolled PMRs:,Disenrolled move - Demo P disenrollment scan complete | Disenrolled PMRs: 8; active re-enrolled PMRs,0.004,86.159,OK,148.971,0.003,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,52,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 350; rows selected:,Disenrolled move - Demo P retained/remove partition complete | Retained rows: 350; rows selected,0.003,86.162,OK,148.971,0.385,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,53,Disenrolled move - exclusion append - append payload built | Rows:,Disenrolled move - exclusion append - append payload built | Rows,0.634,86.796,OK,148.971,0.721,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,54,Disenrolled move - exclusion append - append payload sorted newest to oldest,Disenrolled move - exclusion append - append payload sorted newest to oldest,0.002,86.798,OK,148.971,0.003,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,55,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows:,Disenrolled move - exclusion append - rows inserted at top of Disenrolled Exclusion | Rows,0.401,87.199,OK,148.971,0.312,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,56,Disenrolled move - exclusion append - append payload values written | Rows: 8; Columns written: 45; Column runs: 3; Blank columns skipped:,Disenrolled move - exclusion append - append payload values written | Rows: 8; Columns written: 45; Column runs: 3; Blank columns skipped,0.883,88.082,OK,148.971,0.766,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,57,Disenrolled move - exclusion append - append payload formatting copied,Disenrolled move - exclusion append - append payload formatting copied,0.008,88.090,OK,148.971,0.007,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,58,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,Disenrolled move - exclusion append - Disenrolled Exclusion row heights locked,0.973,89.063,OK,148.971,0.980,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,59,Disenrolled move - Demo P retained rewrite - rows normalized | Rows:,Disenrolled move - Demo P retained rewrite - rows normalized | Rows,0.006,89.069,OK,148.971,0.006,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,60,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,Disenrolled move - Demo P retained rewrite - formatted row capacity ensured,0.340,89.409,OK,148.971,2.181,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,61,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared:,Disenrolled move - Demo P retained rewrite - old Demo P body content cleared | Rows cleared,0.006,89.415,OK,148.971,0.007,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,62,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows:,Disenrolled move - Demo P retained rewrite - retained Demo P body written | Rows,1.421,90.836,OK,148.971,1.346,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,63,Disenrolled move - Demo P row count normalized after retained rewrite,Disenrolled move - Demo P row count normalized after retained rewrite,0.009,90.845,OK,148.971,0.009,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,64,Disenrolled move - runtime caches cleared after disenrollment move,Disenrolled move - runtime caches cleared after disenrollment move,0.009,90.854,OK,148.971,0.008,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,65,"Create Monthly Update - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 8 copied, 8 removed","Create Monthly Update - Create/Update Disenrolled - Copy disenrolled primary records and remove rows: 8 copied, 8 removed",0.002,90.856,OK,148.971,1.137,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,66,Create Monthly Update - Create/Update Disenrolled - old rows hidden,Create Monthly Update - Create/Update Disenrolled - old rows hidden,2.121,92.977,OK,148.971,2.268,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,67,Create Monthly Update - Create/Update Disenrolled - Index refresh deferred until final organization,Create Monthly Update - Create/Update Disenrolled - Index refresh deferred until final organization,0.001,92.978,OK,148.971,0.002,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,68,Create Monthly Update - Disenrolled List complete | Rows copied: 8; rows removed:,Create Monthly Update - Disenrolled List complete | Rows copied: 8; rows removed,0.002,92.980,OK,148.971,0.002,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,69,Create Monthly Update - Create Master List - Start,Create Monthly Update - Create Master List - Start,0.004,92.984,OK,148.971,0.006,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,70,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,Create Monthly Update - Create Master List - Locate current processed Demo P sheet,0.006,92.990,OK,148.971,0.006,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,71,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - existing sheet lookup complete: Master List,0.006,92.996,OK,148.971,0.006,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,72,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - template lookup complete: Master List,0.004,93.000,OK,148.971,0.005,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,73,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - headers resolved from template | Columns: 37: Master List,1.556,94.556,OK,148.971,7.498,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,74,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - blank sheet inserted in configured creation order: Master List,10.154,104.710,SLOW,148.971,8.867,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,75,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - grid resized: Master List,5.764,110.474,OK,148.971,5.425,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,76,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - title rows copied from template: Master List,0.007,110.481,OK,148.971,0.012,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,77,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - header row copied from template: Master List,0.008,110.489,OK,148.971,0.010,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,78,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - data-row format copied from template: Master List,0.007,110.496,OK,148.971,0.007,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,79,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - template column widths applied: Master List,4.590,115.086,OK,148.971,4.489,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,80,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - title/date values stamped: Master List,0.005,115.091,OK,148.971,0.008,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,81,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - header values stamped: Master List,0.006,115.097,OK,148.971,0.008,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,82,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - frozen rows applied: Master List,0.128,115.225,OK,148.971,0.150,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,83,Create Monthly Update - Create Master List - Canvas detail - frozen columns applied: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - frozen columns applied: Master List,0.263,115.488,OK,148.971,0.275,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,84,Create Monthly Update - Create Master List - Canvas detail - tab color applied: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - tab color applied: Master List,0.332,115.820,OK,148.971,0.359,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,85,Create Monthly Update - Create Master List - Canvas detail - runtime caches cleared: Master List 05.,Create Monthly Update - Create Master List - Canvas detail - runtime caches cleared: Master List,0.004,115.824,OK,148.971,0.006,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,86,Create Monthly Update - Create Master List - Create naked canvas - Master List output sheet,Create Monthly Update - Create Master List - Create naked canvas - Master List output sheet,0.002,115.826,OK,148.971,0.002,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,87,Create Monthly Update - Create Master List - Build Master List headers,Create Monthly Update - Create Master List - Build Master List headers,0.242,116.068,OK,148.971,0.240,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,88,Create Monthly Update - Create Master List - Copy Primary PMR rows from processed Demo P to Master List,Create Monthly Update - Create Master List - Copy Primary PMR rows from processed Demo P to Master List,2.988,119.056,OK,148.971,2.693,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,89,Create Monthly Update - Create Master List - Right-size Master List output rows,Create Monthly Update - Create Master List - Right-size Master List output rows,1.080,120.136,OK,148.971,1.125,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,90,Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Unlocked CP to Master List primary rows (in-memory),2.350,122.486,OK,148.971,1.289,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,91,Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),Create Monthly Update - Create Master List - Sync Care Plan Due to Master List primary rows (in-memory),0.822,123.308,OK,148.971,0.693,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,92,Create Monthly Update - Create Master List - Batch write Care Plan sync data to Master List,Create Monthly Update - Create Master List - Batch write Care Plan sync data to Master List,0.093,123.401,OK,148.971,0.081,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,93,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,Create Monthly Update - Create Master List - Set final Master List sheet name and place in configured creation order,7.361,130.762,OK,148.971,5.471,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,94,Create Monthly Update - Create Master List - Lock Master List final row heights,Create Monthly Update - Create Master List - Lock Master List final row heights,0.245,131.007,OK,148.971,0.547,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,95,All template sheets successfully hidden,All template sheets successfully hidden,0.567,131.574,OK,148.971,4.707,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,96,Create Monthly Update - Create Master List - Hide report templates before Master List completion,Create Monthly Update - Create Master List - Hide report templates before Master List completion,0.001,131.575,OK,148.971,0.002,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,97,Create Monthly Update - Master List complete: Master List 05.,Create Monthly Update - Master List complete: Master List,0.003,131.578,OK,148.971,0.005,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,98,Create Monthly Update - Index refreshed; full-workbook sheet sorting skipped by design,Create Monthly Update - Index refreshed; full-workbook sheet sorting skipped by design,17.308,148.886,SLOW,148.971,12.206,144.679
Create Monthly Update,v1.8.9.3 - Framework Timing Report.pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,99,Complete,Complete,0.085,148.971,OK,148.971,0.104,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,1,Start,Start,0.294,0.294,OK,111.838,0.462,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,2,Create Monthly Update preflight passed,Create Monthly Update preflight passed,0.424,0.718,OK,111.838,0.613,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,3,Monthly Change detail - source sheets located | Current: Raw Data 05.26; Previous: Raw Data 04.,Monthly Change detail - source sheets located | Current: Raw Data; Previous: Raw Data,0.017,0.735,OK,111.838,0.022,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,4,Monthly Change datasets compiled in-memory,Monthly Change datasets compiled in-memory,16.560,17.295,SLOW,111.838,16.675,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,5,Monthly Change detail - template copied: Template - Monthly Change,Monthly Change detail - template copied: Template - Monthly Change,3.021,20.316,OK,111.838,3.976,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,6,Monthly Change detail - report sheet shown,Monthly Change detail - report sheet shown,5.627,25.943,OK,111.838,6.476,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,7,Monthly Change report sheet created from template; full-workbook sheet sorting skipped by design,Monthly Change report sheet created from template; full-workbook sheet sorting skipped by design,0.003,25.946,OK,111.838,0.003,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,8,Monthly Change section layout prepared,Monthly Change section layout prepared,1.258,27.204,OK,111.838,1.627,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,9,Monthly Change section rows populated,Monthly Change section rows populated,4.569,31.773,OK,111.838,4.314,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,10,Monthly Change report drawn and subheaders formatted,Monthly Change report drawn and subheaders formatted,1.749,33.522,OK,111.838,1.801,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,11,Monthly Change index refresh deferred until final organization,Monthly Change index refresh deferred until final organization,0.121,33.643,OK,111.838,0.165,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,12,Create Monthly Update - Monthly Change Report complete: Monthly Change 05.,Create Monthly Update - Monthly Change Report complete: Monthly Change,0.003,33.646,OK,111.838,0.044,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,13,Create Monthly Update - Update Demo P - Locate ongoing Demo P sheet: Demo P,Create Monthly Update - Update Demo P - Locate ongoing Demo P sheet: Demo P,0.012,33.658,OK,111.838,0.021,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,14,Skipped Monthly Change header rows while loading Demo P sync PMRs | Rows:,Skipped Monthly Change header rows while loading Demo P sync PMRs | Rows,0.811,34.469,OK,111.838,1.085,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,15,Create Monthly Update - Update Demo P - Monthly Change PMRs loaded | PMRs:,Create Monthly Update - Update Demo P - Monthly Change PMRs loaded | PMRs,0.003,34.472,OK,111.838,0.004,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,16,Create Monthly Update - Update Demo P - Locate protected Raw Data source before changing Demo P: Raw Data 05.,Create Monthly Update - Update Demo P - Locate protected Raw Data source before changing Demo P: Raw Data,0.014,34.486,OK,111.838,0.035,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,17,Changed Demo P rows processed and flattened from Raw Data in memory | Rows retained:,Changed Demo P rows processed and flattened from Raw Data in memory | Rows retained,3.436,37.922,OK,111.838,3.871,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,18,Create Monthly Update - Update Demo P - Fresh Raw Data rows processed and flattened | Rows:,Create Monthly Update - Update Demo P - Fresh Raw Data rows processed and flattened | Rows,0.001,37.923,OK,111.838,0.003,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,19,Create Monthly Update - Update Demo P - Replacement PMR coverage validated,Create Monthly Update - Update Demo P - Replacement PMR coverage validated,0.003,37.926,OK,111.838,0.003,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,20,Create Monthly Update - Update Demo P - Demo P replacement body built | Retained rows: 267; removed rows: 74; fresh rows:,Create Monthly Update - Update Demo P - Demo P replacement body built | Retained rows: 267; removed rows: 74; fresh rows,0.003,37.929,OK,111.838,0.005,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,21,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - lookup complete,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - lookup complete,0.006,37.935,OK,111.838,0.011,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,22,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - template lookup complete,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - template lookup complete,0.003,37.938,OK,111.838,0.008,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,23,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - template copied for archive sheet,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - template copied for archive sheet,2.225,40.163,OK,111.838,2.844,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,24,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive sheet named and placed in configured creation order,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive sheet named and placed in configured creation order,7.988,48.151,OK,111.838,7.054,144.679
Create Monthly Update,v1.8.9.3 - Wave 4.1 - Framework Timing Report (1).pdf,Create Monthly Update 05.01.26,Create Monthly Update,1,25,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive columns expanded | Columns:,Create Monthly Update - Update Demo P - Archive detail - sheet readiness - archive columns expanded | Columns,0.250,48.401,OK,111.838,0.326,144.679
