sheet,source_log,process_original,process_normalized,run_number_in_same_log,step_number,step_original,step_normalized,step_seconds,total_seconds_at_step,severity,process_run_total_seconds,average_step_seconds_ignoring_dates,average_process_total_seconds_ignoring_dates
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,1,Start,Start,0.285,0.285,OK,11.140,0.307,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,2,Dashboard loaded,Dashboard loaded,0.783,1.068,OK,11.140,1.341,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,3,Golden Master base template prepared with Section A globals,Golden Master base template prepared with Section A globals,0.140,1.208,OK,11.140,0.214,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,4,Open/create sheet: Template - Banner Report,Open/create sheet: Template - Banner Report,0.003,1.211,OK,11.140,3.976,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,5,Template signature matched - metadata refresh eligible: Template - Banner Report,Template signature matched - metadata refresh eligible: Template - Banner Report,0.291,1.502,OK,11.140,0.291,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,6,Template refresh decision: METADATA_ONLY - Template - Banner Report (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Banner Report (metadata refresh will run),0.000,1.502,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,7,Template timing mode: METADATA_ONLY - Template - Banner Report,Template timing mode: METADATA_ONLY - Template - Banner Report,0.000,1.502,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,8,Metadata-only refresh; template unchanged: Template - Banner Report,Metadata-only refresh; template unchanged: Template - Banner Report,0.074,1.576,OK,11.140,0.074,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,9,Complete metadata-only template refresh: Template - Banner Report,Complete metadata-only template refresh: Template - Banner Report,0.000,1.576,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,10,Open/create sheet: Template - Care Plan Due,Open/create sheet: Template - Care Plan Due,0.004,1.580,OK,11.140,4.166,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,11,Template signature matched - metadata refresh eligible: Template - Care Plan Due,Template signature matched - metadata refresh eligible: Template - Care Plan Due,0.330,1.910,OK,11.140,0.330,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,12,Template refresh decision: METADATA_ONLY - Template - Care Plan Due (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Care Plan Due (metadata refresh will run),0.000,1.910,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,13,Template timing mode: METADATA_ONLY - Template - Care Plan Due,Template timing mode: METADATA_ONLY - Template - Care Plan Due,0.000,1.910,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,14,Metadata-only refresh; template unchanged: Template - Care Plan Due,Metadata-only refresh; template unchanged: Template - Care Plan Due,0.072,1.982,OK,11.140,0.072,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,15,Complete metadata-only template refresh: Template - Care Plan Due,Complete metadata-only template refresh: Template - Care Plan Due,0.000,1.982,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,16,Open/create sheet: Template - Unlocked Care Plan,Open/create sheet: Template - Unlocked Care Plan,0.003,1.985,OK,11.140,3.489,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,17,Template signature matched - metadata refresh eligible: Template - Unlocked Care Plan,Template signature matched - metadata refresh eligible: Template - Unlocked Care Plan,0.287,2.272,OK,11.140,0.287,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,18,Template refresh decision: METADATA_ONLY - Template - Unlocked Care Plan (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Unlocked Care Plan (metadata refresh will run),0.000,2.272,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,19,Template timing mode: METADATA_ONLY - Template - Unlocked Care Plan,Template timing mode: METADATA_ONLY - Template - Unlocked Care Plan,0.000,2.272,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,20,Metadata-only refresh; template unchanged: Template - Unlocked Care Plan,Metadata-only refresh; template unchanged: Template - Unlocked Care Plan,0.076,2.348,OK,11.140,0.076,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,21,Complete metadata-only template refresh: Template - Unlocked Care Plan,Complete metadata-only template refresh: Template - Unlocked Care Plan,0.000,2.348,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,22,Open/create sheet: Template - Raw Data,Open/create sheet: Template - Raw Data,0.004,2.352,OK,11.140,6.617,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,23,Template signature matched - metadata refresh eligible: Template - Raw Data,Template signature matched - metadata refresh eligible: Template - Raw Data,0.308,2.660,OK,11.140,0.308,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,24,Template refresh decision: METADATA_ONLY - Template - Raw Data (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Raw Data (metadata refresh will run),0.000,2.660,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,25,Template timing mode: METADATA_ONLY - Template - Raw Data,Template timing mode: METADATA_ONLY - Template - Raw Data,0.000,2.660,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,26,Metadata-only refresh; template unchanged: Template - Raw Data,Metadata-only refresh; template unchanged: Template - Raw Data,0.078,2.738,OK,11.140,0.078,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,27,Complete metadata-only template refresh: Template - Raw Data,Complete metadata-only template refresh: Template - Raw Data,0.000,2.738,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,28,Open/create sheet: Template - Demo P,Open/create sheet: Template - Demo P,0.004,2.742,OK,11.140,6.491,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,29,Template signature matched - metadata refresh eligible: Template - Demo P,Template signature matched - metadata refresh eligible: Template - Demo P,1.371,4.113,OK,11.140,1.371,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,30,Template refresh decision: METADATA_ONLY - Template - Demo P (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Demo P (metadata refresh will run),0.000,4.113,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,31,Template timing mode: METADATA_ONLY - Template - Demo P,Template timing mode: METADATA_ONLY - Template - Demo P,0.000,4.113,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,32,Metadata-only refresh; template unchanged: Template - Demo P,Metadata-only refresh; template unchanged: Template - Demo P,0.060,4.173,OK,11.140,0.060,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,33,Complete metadata-only template refresh: Template - Demo P,Complete metadata-only template refresh: Template - Demo P,0.000,4.173,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,34,Open/create sheet: Template - Disenrolled Exclusion,Open/create sheet: Template - Disenrolled Exclusion,0.004,4.177,OK,11.140,5.728,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,35,Template signature matched - metadata refresh eligible: Template - Disenrolled Exclusion,Template signature matched - metadata refresh eligible: Template - Disenrolled Exclusion,0.325,4.502,OK,11.140,0.325,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,36,Template refresh decision: METADATA_ONLY - Template - Disenrolled Exclusion (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Disenrolled Exclusion (metadata refresh will run),0.000,4.502,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,37,Template timing mode: METADATA_ONLY - Template - Disenrolled Exclusion,Template timing mode: METADATA_ONLY - Template - Disenrolled Exclusion,0.000,4.502,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,38,Metadata-only refresh; template unchanged: Template - Disenrolled Exclusion,Metadata-only refresh; template unchanged: Template - Disenrolled Exclusion,0.083,4.585,OK,11.140,0.083,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,39,Complete metadata-only template refresh: Template - Disenrolled Exclusion,Complete metadata-only template refresh: Template - Disenrolled Exclusion,0.000,4.585,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,40,Open/create sheet: Template - Master List,Open/create sheet: Template - Master List,0.003,4.588,OK,11.140,6.346,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,41,Template signature matched - metadata refresh eligible: Template - Master List,Template signature matched - metadata refresh eligible: Template - Master List,0.663,5.251,OK,11.140,0.663,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,42,Template refresh decision: METADATA_ONLY - Template - Master List (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Master List (metadata refresh will run),0.000,5.251,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,43,Template timing mode: METADATA_ONLY - Template - Master List,Template timing mode: METADATA_ONLY - Template - Master List,0.000,5.251,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,44,Metadata-only refresh; template unchanged: Template - Master List,Metadata-only refresh; template unchanged: Template - Master List,0.072,5.323,OK,11.140,0.072,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,45,Complete metadata-only template refresh: Template - Master List,Complete metadata-only template refresh: Template - Master List,0.000,5.323,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,46,Open/create sheet: Template - Monthly Change,Open/create sheet: Template - Monthly Change,0.003,5.326,OK,11.140,7.968,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,47,Template signature matched - metadata refresh eligible: Template - Monthly Change,Template signature matched - metadata refresh eligible: Template - Monthly Change,0.783,6.109,OK,11.140,0.783,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,48,Template refresh decision: METADATA_ONLY - Template - Monthly Change (metadata refresh will run),Template refresh decision: METADATA_ONLY - Template - Monthly Change (metadata refresh will run),0.000,6.109,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,49,Template timing mode: METADATA_ONLY - Template - Monthly Change,Template timing mode: METADATA_ONLY - Template - Monthly Change,0.000,6.109,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,50,Metadata-only refresh; template unchanged: Template - Monthly Change,Metadata-only refresh; template unchanged: Template - Monthly Change,0.077,6.186,OK,11.140,0.077,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,51,Complete metadata-only template refresh: Template - Monthly Change,Complete metadata-only template refresh: Template - Monthly Change,0.000,6.186,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,52,Template timing modes: METADATA_ONLY=,Template timing modes: METADATA_ONLY=,0.000,6.186,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,53,All template sheets successfully hidden,All template sheets successfully hidden,0.052,6.238,OK,11.140,0.136,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,54,Templates hidden once after template creation,Templates hidden once after template creation,0.003,6.241,OK,11.140,0.004,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,55,Index refreshed after template creation without showing hidden sheets,Index refreshed after template creation without showing hidden sheets,4.899,11.140,OK,11.140,9.554,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,56,All report templates refreshed,All report templates refreshed,0.000,11.140,OK,11.140,0.000,85.917
Create / Refresh All Templates,TEST v1.7.7 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,57,Complete,Complete,0.000,11.140,OK,11.140,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,1,Set template grid from dashboard: Template - Care Plan Due (100 rows x 5 cols),Set template grid from dashboard: Template - Care Plan Due (100 rows x 5 cols),9.023,9.023,OK,47.749,4.932,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,2,Create template fast path - clear skipped for blank sheet: Template - Care Plan Due,Create template fast path - clear skipped for blank sheet: Template - Care Plan Due,0.000,9.023,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,3,Apply title rows: Template - Care Plan Due,Apply title rows: Template - Care Plan Due,0.182,9.205,OK,47.749,0.241,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,4,Apply header row: Template - Care Plan Due,Apply header row: Template - Care Plan Due,0.016,9.221,OK,47.749,0.019,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,5,Apply alternating color rules: Template - Care Plan Due,Apply alternating color rules: Template - Care Plan Due,0.018,9.239,OK,47.749,0.255,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,6,Apply data row base style: Template - Care Plan Due,Apply data row base style: Template - Care Plan Due,0.000,9.239,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,7,Apply column widths: Template - Care Plan Due,Apply column widths: Template - Care Plan Due,0.003,9.242,OK,47.749,0.073,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,8,Apply governed text/date/number formats: Template - Care Plan Due,Apply governed text/date/number formats: Template - Care Plan Due,0.002,9.244,OK,47.749,0.003,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,9,Apply hidden/show column settings: Template - Care Plan Due,Apply hidden/show column settings: Template - Care Plan Due,0.000,9.244,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,10,No existing filter to remove: Template - Care Plan Due,No existing filter to remove: Template - Care Plan Due,0.250,9.494,OK,47.749,0.223,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,11,Create filter: Template - Care Plan Due,Create filter: Template - Care Plan Due,0.210,9.704,OK,47.749,5.987,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,12,Apply row heights skipped for template: Template - Care Plan Due,Apply row heights skipped for template: Template - Care Plan Due,0.000,9.704,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,13,Apply full template formatting: Template - Care Plan Due,Apply full template formatting: Template - Care Plan Due,0.000,9.704,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,14,Write metadata/signature: Template - Care Plan Due,Write metadata/signature: Template - Care Plan Due,0.061,9.765,OK,47.749,0.069,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,15,Final date/number format enforcement: Template - Care Plan Due,Final date/number format enforcement: Template - Care Plan Due,0.003,9.768,OK,47.749,0.004,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,16,Ensure frozen rows: Template - Care Plan Due,Ensure frozen rows: Template - Care Plan Due,0.151,9.919,OK,47.749,0.152,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,17,Ensure frozen columns: Template - Care Plan Due,Ensure frozen columns: Template - Care Plan Due,0.263,10.182,OK,47.749,0.218,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,18,Ensure tab color: Template - Care Plan Due,Ensure tab color: Template - Care Plan Due,0.153,10.335,OK,47.749,0.203,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,19,Template hide deferred until batch completion: Template - Care Plan Due,Template hide deferred until batch completion: Template - Care Plan Due,0.000,10.335,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,20,Complete full template build: Template - Care Plan Due,Complete full template build: Template - Care Plan Due,0.000,10.335,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,21,Open/create sheet: Template - Unlocked Care Plan,Open/create sheet: Template - Unlocked Care Plan,2.261,12.596,OK,47.749,3.489,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,22,Template signature mismatch - full build required: Template - Unlocked Care Plan,Template signature mismatch - full build required: Template - Unlocked Care Plan,0.029,12.625,OK,47.749,0.035,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,23,Template refresh decision: FULL_BUILD - Template - Unlocked Care Plan (template sheet did not exist; no stored signature),Template refresh decision: FULL_BUILD - Template - Unlocked Care Plan (template sheet did not exist; no stored signature),0.000,12.625,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,24,Template timing mode: FIRST_BUILD - Template - Unlocked Care Plan,Template timing mode: FIRST_BUILD - Template - Unlocked Care Plan,0.000,12.625,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,25,Full template build required: Template - Unlocked Care Plan,Full template build required: Template - Unlocked Care Plan,0.000,12.625,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,26,Set template grid from dashboard: Template - Unlocked Care Plan (100 rows x 4 cols),Set template grid from dashboard: Template - Unlocked Care Plan (100 rows x 4 cols),0.469,13.094,OK,47.749,0.562,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,27,Create template fast path - clear skipped for blank sheet: Template - Unlocked Care Plan,Create template fast path - clear skipped for blank sheet: Template - Unlocked Care Plan,0.000,13.094,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,28,Apply title rows: Template - Unlocked Care Plan,Apply title rows: Template - Unlocked Care Plan,0.255,13.349,OK,47.749,0.207,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,29,Apply header row: Template - Unlocked Care Plan,Apply header row: Template - Unlocked Care Plan,0.024,13.373,OK,47.749,0.020,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,30,Apply alternating color rules: Template - Unlocked Care Plan,Apply alternating color rules: Template - Unlocked Care Plan,0.026,13.399,OK,47.749,0.359,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,31,Apply data row base style: Template - Unlocked Care Plan,Apply data row base style: Template - Unlocked Care Plan,0.000,13.399,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,32,Apply column widths: Template - Unlocked Care Plan,Apply column widths: Template - Unlocked Care Plan,0.005,13.404,OK,47.749,0.475,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,33,Apply governed text/date/number formats: Template - Unlocked Care Plan,Apply governed text/date/number formats: Template - Unlocked Care Plan,0.003,13.407,OK,47.749,0.003,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,34,Apply hidden/show column settings: Template - Unlocked Care Plan,Apply hidden/show column settings: Template - Unlocked Care Plan,0.001,13.408,OK,47.749,0.001,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,35,No existing filter to remove: Template - Unlocked Care Plan,No existing filter to remove: Template - Unlocked Care Plan,0.252,13.660,OK,47.749,0.201,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,36,Create filter: Template - Unlocked Care Plan,Create filter: Template - Unlocked Care Plan,0.191,13.851,OK,47.749,0.228,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,37,Apply row heights skipped for template: Template - Unlocked Care Plan,Apply row heights skipped for template: Template - Unlocked Care Plan,0.000,13.851,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,38,Apply full template formatting: Template - Unlocked Care Plan,Apply full template formatting: Template - Unlocked Care Plan,0.000,13.851,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,39,Write metadata/signature: Template - Unlocked Care Plan,Write metadata/signature: Template - Unlocked Care Plan,0.080,13.931,OK,47.749,0.096,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,40,Final date/number format enforcement: Template - Unlocked Care Plan,Final date/number format enforcement: Template - Unlocked Care Plan,0.003,13.934,OK,47.749,14.765,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,41,Ensure frozen rows: Template - Unlocked Care Plan,Ensure frozen rows: Template - Unlocked Care Plan,0.152,14.086,OK,47.749,0.322,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,42,Ensure frozen columns: Template - Unlocked Care Plan,Ensure frozen columns: Template - Unlocked Care Plan,0.152,14.238,OK,47.749,0.211,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,43,Ensure tab color: Template - Unlocked Care Plan,Ensure tab color: Template - Unlocked Care Plan,0.193,14.431,OK,47.749,0.223,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,44,Template hide deferred until batch completion: Template - Unlocked Care Plan,Template hide deferred until batch completion: Template - Unlocked Care Plan,0.000,14.431,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,45,Complete full template build: Template - Unlocked Care Plan,Complete full template build: Template - Unlocked Care Plan,0.000,14.431,OK,47.749,0.000,85.917
Create / Refresh All Templates,testv1.8.9.8 - Framework Timing Report.pdf,Create / Refresh All Templates,Create / Refresh All Templates,1,46,Open/create sheet: Template - Raw Data,Open/create sheet: Template - Raw Data,6.675,21.106,OK,47.749,6.617,85.917
